creature_id,creature_name,prompt,negative_prompt
1bbb880d-963a-4cba-8469-a2050054de1d,Gothic Elephant of Mammal,"dark ornate details, elegant gothic style, aggressive elephant character, gold and brown color scheme, roaring with mouth open, ethereal glow, spiritual wisps, ghostly aura, grove background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
9ceb0de6-5fa3-4b91-bf75-4472f37de031,Gravity Whale of Silver Gothic,"dark ornate details, elegant gothic style, proud gravity whale character, silver and gold color scheme, roaring stance with raised head, volcano background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
bf805cd2-4994-4f1f-973f-2785f950285b,The Aggressive Gravity Whale,"dark ornate details, elegant gothic style, aggressive gravity whale character, silver and gold color scheme, roaring stance with raised head, sound wave effects, musical notes, deep sea background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
4656dad5-ecca-4dae-8206-dd4fd481dbee,Silverwing Fire Dragon,"cute figurine style, proud fire dragon character, silver and gold color scheme, roaring stance with raised head, frost crystals, icy effects, cold mist, ruins background, good lighting, soft shadows, detailed, good quality, clean render, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
0f7064b1-bc89-43c0-949a-1c3d1e6fbf09,Gold Gothic Rune Sigil,"dark ornate details, elegant gothic style, proud rune sigil character, gold and brown color scheme, roaring stance with raised head, glowing aura, light rays, radiant effect, ruins background, good lighting, soft shadows, detailed, good quality, clean render, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
05aa7be1-5a52-422d-ba09-e1e5c19e7187,Naturalistic Rift Walker of Dimension,"cute figurine style, proud rift walker character, gold and flame color scheme, roaring with mouth open, small leaves, flower details, natural elements, horizon background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
38b08642-062e-4ed7-a68a-fd97dd20435d,Silverwing Digital Phoenix,"dark ornate details, elegant gothic style, aggressive digital phoenix character, silver and gold color scheme, roaring with mouth open, glowing aura, light rays, radiant effect, horizon background, good lighting, soft shadows, detailed, good quality, clean render, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
26055b0d-c17b-4f46-b5e7-3c10070bc963,Proud Silver Fox,"cute figurine style, proud fox character, silver and gold color scheme, fierce roar pose, water droplets, flowing water elements, blue shimmer, marsh background, even lighting, clear visibility, well-made, clear details, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
d4cf11eb-ae0a-4148-9e3e-274a2d2a14fa,Silverwing Rift Walker,"dark ornate details, elegant gothic style, proud rift walker character, silver and gold color scheme, fierce roar pose, electrical sparks, energy bolts, ruins background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
b6055115-483a-40c2-8c54-fe19de8c84c8,Goldwing Ant,"cute figurine style, aggressive ant character, gold and brown color scheme, fierce roar pose, deep sea background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
0accc1be-b3eb-4b2b-b07c-20945a64895c,Aggressive Gold Corrupted Sprite,"dark ornate details, elegant gothic style, aggressive corrupted sprite character, gold and brown color scheme, roaring stance with raised head, void energy, dark particles, ruins background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
c623fc50-d12d-4153-8561-6e6ce1a93034,Silver Gothic Pattern Creature,"dark ornate details, elegant gothic style, aggressive pattern creature character, silver and gold color scheme, roaring with mouth open, server room background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
028e33ad-2a2c-4274-bed7-65f5bfe92a58,Naturalistic Talking Toaster of Object,"cute figurine style, proud talking toaster character, gold and flame color scheme, roaring with mouth open, electrical sparks, energy bolts, ocean background, studio lighting, soft shadows, high quality lighting, very detailed, high quality, great textures, professional, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
2e958065-613c-4d01-b8b0-85f8098a4097,Goldwing Seahorse,"dark ornate details, elegant gothic style, proud seahorse character, gold and flame color scheme, roaring stance with raised head, prism background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
720efb92-e989-406f-9ae3-3f8f19c4026d,Proud Silver Pattern Creature,"dark ornate details, elegant gothic style, proud pattern creature character, silver and gold color scheme, fierce roar pose, electric sparks, lightning details, energy crackling, arcade background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
dbd74d03-cd72-4bcc-9ef2-0aed6d8b8304,Gothic Logic Beast of AI Construct,"dark ornate details, elegant gothic style, proud logic beast character, silver and gold color scheme, roaring with mouth open, riverbank background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
2b469e9f-cd81-48f7-8993-71dc5a0a997f,Proud Gold Fox,"cute figurine style, proud fox character, gold and brown color scheme, fierce roar pose, garden background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
d9413e8d-759d-4fcf-b568-647ad00401a3,The Aggressive Light Radiance,"dark ornate details, elegant gothic style, aggressive light radiance character, silver and gold color scheme, roaring with mouth open, glowing aura, light rays, radiant effect, lagoon background, even lighting, clear visibility, well-made, clear details, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
ecade974-a737-4398-93fd-74644654b520,Silverwing Winter Shade,"cute figurine style, aggressive winter shade character, silver and gold color scheme, roaring stance with raised head, floating debris, gravity distortion effects, ocean background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
2f54d98c-f475-4776-b21e-e24d5ca99b7e,Gold Naturalistic Logic Beast,"cute figurine style, proud logic beast character, gold and flame color scheme, fierce roar pose, jungle background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
9d3bec10-2476-4d27-8d81-ab1ab754f858,Aggressive Gold Void Leviathan,"dark ornate details, elegant gothic style, aggressive void leviathan character, gold and flame color scheme, fierce roar pose, electric sparks, lightning details, energy crackling, nebula background, good lighting, soft shadows, detailed, good quality, clean render, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
74fae993-7619-4337-9a93-4a4101cd08c9,Goldwing Shadow Dragon,"dark ornate details, elegant gothic style, aggressive shadow dragon character, gold and flame color scheme, roaring with mouth open, core background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
64d3001a-4f68-482e-a752-6a066e6f4f27,Bug Monster of Gold Naturalistic,"cute figurine style, proud bug monster character, gold and brown color scheme, roaring with mouth open, void energy, dark particles, plateau background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
000f20c2-b0d5-4166-b11d-d08c7c1776dd,Aggressive Gold Rainbow Spectra,"cute figurine style, aggressive rainbow spectra character, gold and brown color scheme, roaring with mouth open, horizon background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
51522cd8-c373-48c0-90b6-900e22f1ee47,Aggressive Gold Lion Chimera,"cute figurine style, aggressive lion chimera character, gold and brown color scheme, fierce roar pose, electric sparks, lightning details, energy crackling, playground background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
8d40484a-3306-46f6-ba70-c9b8cecf9845,Silver Gothic Digital Phoenix,"dark ornate details, elegant gothic style, proud digital phoenix character, silver and gold color scheme, fierce roar pose, archive background, even lighting, clear visibility, well-made, clear details, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
90ce3500-14fb-4f9d-95bf-8ac5efc735ef,Gold Naturalistic Stingray,"cute figurine style, aggressive stingray character, gold and flame color scheme, fierce roar pose, digital patterns, matrix code, tech patterns, desert background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
90c1feff-c109-4424-837c-8e79d18af1a0,The Aggressive Eagle Chimera,"cute figurine style, aggressive eagle chimera character, gold and flame color scheme, roaring stance with raised head, temple background, good lighting, soft shadows, detailed, good quality, clean render, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
43c2b579-da7a-4756-9488-cf12cd4edca8,Gothic Golden Radiance of Radiance,"dark ornate details, elegant gothic style, aggressive golden radiance character, silver and gold color scheme, roaring with mouth open, frost crystals, icy effects, cold mist, horizon background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
3e58e605-b92b-40ab-869c-ac0e663b5035,The Aggressive Comet Fox,"cute figurine style, aggressive comet fox character, silver and gold color scheme, roaring with mouth open, ethereal glow, spiritual wisps, ghostly aura, sky background, good lighting, soft shadows, detailed, good quality, clean render, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
99a94a58-ae46-40cc-a588-88eae38da727,Mantis of Gold Gothic,"dark ornate details, elegant gothic style, proud mantis character, gold and flame color scheme, fierce roar pose, dark aura, shadow wisps, mysterious glow, ruins background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
33c2a91a-d0e3-4d51-9bee-4aef48f9251a,Silver Gothic Emoji Avatar,"dark ornate details, elegant gothic style, aggressive emoji avatar character, silver and gold color scheme, roaring stance with raised head, temple background, good lighting, soft shadows, detailed, good quality, clean render, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
66fec446-ac67-4b45-91c1-0b96a8c355f5,Gothic Mecha Wolf of Cyber,"dark ornate details, elegant gothic style, proud mecha wolf character, gold and brown color scheme, fierce roar pose, water droplets, flowing water elements, blue shimmer, tower background, even lighting, clear visibility, well-made, clear details, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
9e920513-d850-438a-8021-980a518a3ef6,The Proud Treefolk,"cute figurine style, proud treefolk character, gold and brown color scheme, roaring stance with raised head, floating debris, gravity distortion effects, ruins background, even lighting, clear visibility, well-made, clear details, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
a4262a39-c77b-4aa4-9f9d-1b8dfca3c747,Gothic Light Radiance of Radiance,"dark ornate details, elegant gothic style, proud light radiance character, gold and brown color scheme, fierce roar pose, frost crystals, icy effects, cold mist, savannah background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
47ac3552-f5e6-4e95-9f84-11d282171a3b,Gothic Talking Toaster of Object,"dark ornate details, elegant gothic style, proud talking toaster character, gold and brown color scheme, roaring stance with raised head, sound wave effects, musical notes, night sky background, even lighting, clear visibility, well-made, clear details, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
42a4c751-f45a-43f9-9bfc-8aa33f5d227f,The Proud Neural Network,"dark ornate details, elegant gothic style, proud neural network character, silver and gold color scheme, fierce roar pose, electrical sparks, energy bolts, prism background, even lighting, clear visibility, well-made, clear details, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
11af4dba-04d9-43cd-a3be-f39be3a75d47,The Aggressive Pyramid Pet,"dark ornate details, elegant gothic style, aggressive pyramid pet character, gold and flame color scheme, roaring with mouth open, small leaves, flower details, natural elements, dimension fold background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
c29a85de-d2f6-495f-8dcd-2ae6561dff58,Proud Silver Autumn Fox,"dark ornate details, elegant gothic style, proud autumn fox character, silver and gold color scheme, roaring with mouth open, lagoon background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
58913d02-60f7-4e26-9c41-4259d348e977,Proud Silver Pegasus,"dark ornate details, elegant gothic style, proud pegasus character, silver and gold color scheme, roaring with mouth open, mountain background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
23c0b00d-7623-4eaf-9b36-cf43a637284d,Gold Naturalistic Crystal Dragon,"cute figurine style, aggressive crystal dragon character, gold and flame color scheme, roaring with mouth open, sound wave effects, musical notes, riverbank background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
09d9b582-2e26-4d9c-aa39-6aa8edea8e4d,Goldwing Meteor Wolf,"dark ornate details, elegant gothic style, aggressive meteor wolf character, gold and brown color scheme, roaring with mouth open, subtle fire effects, warm glow, flame accents, shrine background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
06115a51-8c6e-41f0-aa77-fe5634ab2f97,Talking Toaster of Gold Naturalistic,"cute figurine style, aggressive talking toaster character, gold and flame color scheme, fierce roar pose, desert background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
23edbcc5-67a3-4620-b4d6-39d4debd1d47,Proud Gold Hawk,"cute figurine style, proud hawk character, gold and flame color scheme, roaring stance with raised head, small leaves, flower details, natural elements, shrine background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
bfa7af3b-5248-4fa3-8d47-707f189fc7e4,Storm Dragon of Gold Naturalistic,"cute figurine style, proud storm dragon character, gold and flame color scheme, roaring with mouth open, small leaves, flower details, natural elements, sky background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
69e366fc-924f-43f3-8eee-a0700aafce4c,The Aggressive Griffin,"cute figurine style, aggressive griffin character, gold and brown color scheme, roaring with mouth open, small leaves, flower details, natural elements, jungle background, good lighting, soft shadows, detailed, good quality, clean render, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
c14f1145-e9fb-43fe-a9a4-2aba4b696059,Naturalistic Thornling of Elemental Plant,"cute figurine style, aggressive thornling character, gold and brown color scheme, roaring with mouth open, electrical sparks, energy bolts, cyberspace background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
612663b0-5928-4c83-a5e7-89b2f60363bf,Silverwing Cyber Dragon,"dark ornate details, elegant gothic style, proud cyber dragon character, silver and gold color scheme, roaring stance with raised head, ruins background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
f2e7c334-1398-4977-ade2-ebadf1dea391,Naturalistic Eagle Chimera of Chimera,"cute figurine style, proud eagle chimera character, gold and flame color scheme, fierce roar pose, electrical sparks, energy bolts, plateau background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
fdd1410e-855d-4aa0-a22e-098f70909772,Silverwing Turtle,"dark ornate details, elegant gothic style, proud turtle character, silver and gold color scheme, roaring stance with raised head, void background, good lighting, soft shadows, detailed, good quality, clean render, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
5d554d4b-909f-486d-854c-775487941176,Pixel Pet of Gold Naturalistic,"cute figurine style, proud pixel pet character, gold and flame color scheme, roaring with mouth open, reef background, good lighting, soft shadows, detailed, good quality, clean render, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
edf60aa7-b9ef-4473-b2d0-a8da87ad84e2,Bear of Gold Naturalistic,"cute figurine style, aggressive bear character, gold and brown color scheme, roaring stance with raised head, electrical sparks, energy bolts, rift background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
6ddf9f7e-2b49-4b74-b7f4-edb89d66e8dd,Logic Beast of Gold Gothic,"dark ornate details, elegant gothic style, proud logic beast character, gold and flame color scheme, roaring with mouth open, mountain background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
ec03a77f-ba2e-4c34-99d1-68a13f053510,Proud Gold Wolf,"cute figurine style, proud wolf character, gold and brown color scheme, roaring stance with raised head, void energy, dark particles, ruins background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
7d431826-0820-4c27-93b9-3eb7197a0339,Goldwing Void Leviathan,"dark ornate details, elegant gothic style, aggressive void leviathan character, gold and brown color scheme, roaring stance with raised head, subtle fire effects, warm glow, flame accents, toybox background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
43f3b38d-8c53-4cc1-a93a-f4f2c7dfdfbf,Flame Phoenix of Gold Gothic,"dark ornate details, elegant gothic style, aggressive flame phoenix character, gold and brown color scheme, roaring stance with raised head, magical sparkles, mystical runes, arcane glow, deep sea background, even lighting, clear visibility, well-made, clear details, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
165d694c-4048-431f-87df-7e70232fd26a,The Proud Winter Shade,"cute figurine style, proud winter shade character, silver and gold color scheme, fierce roar pose, digital patterns, matrix code, tech patterns, savannah background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
13a3e7e1-3d59-40f7-87fe-3d24aa713a4c,Gold Naturalistic Moth,"cute figurine style, proud moth character, gold and brown color scheme, roaring stance with raised head, dark aura, shadow wisps, mysterious glow, glade background, even lighting, clear visibility, well-made, clear details, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
831b695a-35b6-4bd2-989e-5a8c8ff1f1ff,Gothic Wolf of Mammal,"dark ornate details, elegant gothic style, proud wolf character, silver and gold color scheme, fierce roar pose, grove background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
3fc8122e-e5cb-43bc-a87a-d842798d66c1,Silverwing Basilisk,"cute figurine style, proud basilisk character, silver and gold color scheme, roaring with mouth open, server room background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
76ae746e-a3e1-48c7-8b76-fed5bcbfd76f,Silverwing Storm Child,"cute figurine style, proud storm child character, silver and gold color scheme, fierce roar pose, glowing aura, light rays, radiant effect, void background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
965f599c-f1a7-4d1c-912a-96daca662f05,Aggressive Gold Eagle,"cute figurine style, aggressive eagle character, gold and flame color scheme, fierce roar pose, glowing aura, light rays, radiant effect, night sky background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
b711c417-85a5-46af-81e9-31c16632030f,Silverwing Asteroid Turtle,"cute figurine style, proud asteroid turtle character, silver and gold color scheme, roaring with mouth open, glowing aura, light rays, radiant effect, arcade background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
c08d89a3-1072-4ed0-9eae-9a3ba4c6b476,Void Leviathan of Gold Gothic,"dark ornate details, elegant gothic style, proud void leviathan character, gold and flame color scheme, roaring stance with raised head, terminal background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
afd95d29-7ba7-43b6-b519-d4059c394102,Gold Naturalistic Corrupted Sprite,"cute figurine style, aggressive corrupted sprite character, gold and brown color scheme, fierce roar pose, electric sparks, lightning details, energy crackling, mountain background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
80c4256a-2e50-4164-b36c-1024a3389a14,Goldwing Leviathan,"dark ornate details, elegant gothic style, aggressive leviathan character, gold and brown color scheme, roaring with mouth open, marsh background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
258dfbcb-64a5-4081-b0d7-f22134a2f29f,Aggressive Gold Fire Dragon,"cute figurine style, aggressive fire dragon character, gold and flame color scheme, roaring with mouth open, water droplets, flowing water elements, blue shimmer, cliffs background, even lighting, clear visibility, well-made, clear details, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
ccd0360f-a787-4a99-a61f-e1a824f91a8d,Silverwing Owl,"cute figurine style, proud owl character, silver and gold color scheme, roaring with mouth open, rift background, simple lighting, clean look, clean, simple, cute, white background, centered composition, 3D render style","blurry, low quality, distorted, ugly, bad anatomy, text, watermark, realistic photo, scary, creepy, horror, human, person, nsfw, deformed, mutated, extra limbs, bad proportions"
